Requested report - WIN WAVES
ORGANIZATION ID = 21FLPDEM WBID = 1558F | 1558G | 1558H | 1558I | 1558IA ACTIVITY START DATE TIME =  FROM:  01/01/2015 TO:   DEP ANALYTE GROUP = Biological DEP ANALYTE NAME - UNIT = Chlorophyll a- uncorrected - ug/L | Chlorophyll a- corrected - ug/L
Report Run on JUNE 13, 2025 The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA). The following data met your selection criteria
"Organization ID"|"Monitoring Location ID"|"DEP Latitude"|"DEP Longitude"|"WBID"|"Activity ID"|"Activity Type"|"Activity Start Date Time"|"Matrix"|"Sample Collection Type"|"Sampling Agency Name"|"Activity Depth"|"Activity Depth Unit"|"Activity Top Depth"|"Activity Bottom Depth"|"Activity Depth Top Bottom Unit"|"DEP Result ID"|"DEP Analyte Name"|"DEP Result Value Number"|"DEP Result Value Text"|"DEP Result Unit"|"DEP MDL"|"DEP PQL"|"Value Qualifier"|"Sample Fraction"|"Lab ID"|"Result Comments"|"Audit Censored Decisions"
"21FLPDEM"|"E4-C-22-06"|"27.888278368"|"-82.62635953"|"1558G"|"E4C2261306S"|"Sample"|"09/22/2022 13:06:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12161540"|"Chlorophyll a- corrected"|"2.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-B-22-07"|"27.940109988"|"-82.71628"|"1558H"|"E2B2271020S"|"Sample"|"10/17/2022 10:20:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12781847"|"Chlorophyll a- corrected"|"10.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-B-22-07"|"27.940109988"|"-82.71628"|"1558H"|"E2B2271020S"|"Sample"|"10/17/2022 10:20:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12781848"|"Chlorophyll a- uncorrected"|"13.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-C-22-08"|"27.853719988"|"-82.57806"|"1558F"|"E5C2281140S"|"Sample"|"12/20/2022 11:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12784500"|"Chlorophyll a- corrected"|"3.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-C-22-08"|"27.853719988"|"-82.57806"|"1558F"|"E5C2281140S"|"Sample"|"12/20/2022 11:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12784501"|"Chlorophyll a- uncorrected"|"7.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-D-22-08"|"27.940409988"|"-82.65247"|"1558H"|"E3D2281310S"|"Sample"|"12/05/2022 13:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783341"|"Chlorophyll a- corrected"|"4.3"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-D-22-08"|"27.940409988"|"-82.65247"|"1558H"|"E3D2281310S"|"Sample"|"12/05/2022 13:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783342"|"Chlorophyll a- uncorrected"|"4.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-C-22-08"|"27.953499988"|"-82.71779"|"1558H"|"E2C2281022S"|"Sample"|"12/01/2022 10:22:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783149"|"Chlorophyll a- corrected"|"14.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-C-22-08"|"27.953499988"|"-82.71779"|"1558H"|"E2C2281022S"|"Sample"|"12/01/2022 10:22:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783150"|"Chlorophyll a- uncorrected"|"18.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-B-22-08"|"27.936329988"|"-82.70477"|"1558H"|"E2B2281040S"|"Sample"|"12/01/2022 10:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783161"|"Chlorophyll a- corrected"|"9.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-B-22-08"|"27.936329988"|"-82.70477"|"1558H"|"E2B2281040S"|"Sample"|"12/01/2022 10:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783162"|"Chlorophyll a- uncorrected"|"21.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-C-22-07"|"27.904899988"|"-82.64618"|"1558H"|"E3C2271202S"|"Sample"|"10/31/2022 12:02:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12782353"|"Chlorophyll a- corrected"|"4.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-C-22-07"|"27.904899988"|"-82.64618"|"1558H"|"E3C2271202S"|"Sample"|"10/31/2022 12:02:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12782354"|"Chlorophyll a- uncorrected"|"8.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-C-22-07"|"27.984719988"|"-82.68033"|"1558I"|"E1C2271420S"|"Sample"|"10/17/2022 14:20:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12781925"|"Chlorophyll a- corrected"|"8.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-C-22-07"|"27.984719988"|"-82.68033"|"1558I"|"E1C2271420S"|"Sample"|"10/17/2022 14:20:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12781926"|"Chlorophyll a- uncorrected"|"11.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-B-22-07"|"27.892487868"|"-82.61308043"|"1558G"|"E4B2271001S"|"Sample"|"10/31/2022 10:01:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12782293"|"Chlorophyll a- corrected"|"6.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-B-22-07"|"27.892487868"|"-82.61308043"|"1558G"|"E4B2271001S"|"Sample"|"10/31/2022 10:01:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12782294"|"Chlorophyll a- uncorrected"|"7.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-22-08"|"27.983369988"|"-82.69052"|"1558I"|"E1B2280947S"|"Sample"|"12/01/2022 09:47:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783125"|"Chlorophyll a- corrected"|"9.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-22-08"|"27.983369988"|"-82.69052"|"1558I"|"E1B2280947S"|"Sample"|"12/01/2022 09:47:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783126"|"Chlorophyll a- uncorrected"|"11.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-D-22-08"|"27.885049988"|"-82.61445"|"1558G"|"E4D2281110S"|"Sample"|"12/05/2022 11:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783281"|"Chlorophyll a- corrected"|"1.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-D-22-08"|"27.885049988"|"-82.61445"|"1558G"|"E4D2281110S"|"Sample"|"12/05/2022 11:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783282"|"Chlorophyll a- uncorrected"|"1.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-B-22-08"|"27.855249988"|"-82.57423"|"1558F"|"E5B2281201S"|"Sample"|"12/20/2022 12:01:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12784512"|"Chlorophyll a- corrected"|"3.3"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-B-22-08"|"27.855249988"|"-82.57423"|"1558F"|"E5B2281201S"|"Sample"|"12/20/2022 12:01:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12784513"|"Chlorophyll a- uncorrected"|"6.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-A-22-08"|"28.028629988"|"-82.68846"|"1558IA"|"E1A2280841S"|"Sample"|"12/01/2022 08:41:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783043"|"Chlorophyll a- corrected"|"9.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-A-22-08"|"28.028629988"|"-82.68846"|"1558IA"|"E1A2280841S"|"Sample"|"12/01/2022 08:41:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783044"|"Chlorophyll a- uncorrected"|"12.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-A-22-08"|"27.897219988"|"-82.61039"|"1558G"|"E4A2281037S"|"Sample"|"12/05/2022 10:37:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783257"|"Chlorophyll a- corrected"|"4.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-A-22-08"|"27.897219988"|"-82.61039"|"1558G"|"E4A2281037S"|"Sample"|"12/05/2022 10:37:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783258"|"Chlorophyll a- uncorrected"|"5.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-22-07"|"28.020409988"|"-82.6674"|"1558IA"|"E1B2271139S"|"Sample"|"10/17/2022 11:39:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12781889"|"Chlorophyll a- corrected"|"10.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-22-07"|"28.020409988"|"-82.6674"|"1558IA"|"E1B2271139S"|"Sample"|"10/17/2022 11:39:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12781890"|"Chlorophyll a- uncorrected"|"14"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-A-22-08"|"27.906579988"|"-82.63863"|"1558H"|"E3A2281238S"|"Sample"|"12/05/2022 12:38:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783329"|"Chlorophyll a- corrected"|"2.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-A-22-08"|"27.906579988"|"-82.63863"|"1558H"|"E3A2281238S"|"Sample"|"12/05/2022 12:38:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783330"|"Chlorophyll a- uncorrected"|"3"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-B-22-07"|"27.844999988"|"-82.57839"|"1558F"|"E5B2271336S"|"Sample"|"11/01/2022 13:36:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12782473"|"Chlorophyll a- corrected"|"2.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-B-22-07"|"27.844999988"|"-82.57839"|"1558F"|"E5B2271336S"|"Sample"|"11/01/2022 13:36:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12782474"|"Chlorophyll a- uncorrected"|"4.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-C-22-08"|"28.001159988"|"-82.67071"|"1558I"|"E1C2280925S"|"Sample"|"12/01/2022 09:25:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783101"|"Chlorophyll a- corrected"|"8.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-C-22-08"|"28.001159988"|"-82.67071"|"1558I"|"E1C2280925S"|"Sample"|"12/01/2022 09:25:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12783102"|"Chlorophyll a- uncorrected"|"9.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-A-22-07"|"27.928049988"|"-82.65356"|"1558H"|"E3A2271309S"|"Sample"|"10/31/2022 13:09:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12782377"|"Chlorophyll a- corrected"|"6.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-A-22-07"|"27.928049988"|"-82.65356"|"1558H"|"E3A2271309S"|"Sample"|"10/31/2022 13:09:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12782378"|"Chlorophyll a- uncorrected"|"8.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-C-22-07"|"27.960289988"|"-82.68725"|"1558H"|"E2C2270925S"|"Sample"|"10/17/2022 09:25:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12781797"|"Chlorophyll a- corrected"|"11.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-C-22-07"|"27.960289988"|"-82.68725"|"1558H"|"E2C2270925S"|"Sample"|"10/17/2022 09:25:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"12781798"|"Chlorophyll a- uncorrected"|"16.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-D-23-02"|"27.920229988"|"-82.66207"|"1558H"|"E3D2321217S"|"Sample"|"03/30/2023 12:17:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.306"|"m"|""|""|""|"13558722"|"Chlorophyll a- corrected"|"3.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-D-23-02"|"27.920229988"|"-82.66207"|"1558H"|"E3D2321217S"|"Sample"|"03/30/2023 12:17:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.306"|"m"|""|""|""|"13558723"|"Chlorophyll a- uncorrected"|"4.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-A-23-02"|"27.890599988"|"-82.64162"|"1558G"|"E4A2321038S"|"Sample"|"03/30/2023 10:38:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.329"|"m"|""|""|""|"13558673"|"Chlorophyll a- corrected"|"2.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-A-23-02"|"27.890599988"|"-82.64162"|"1558G"|"E4A2321038S"|"Sample"|"03/30/2023 10:38:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.329"|"m"|""|""|""|"13558675"|"Chlorophyll a- uncorrected"|"3.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-23-03"|"28.022599988"|"-82.6652"|"1558IA"|"E1B2331134S"|"Sample"|"05/23/2023 11:34:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.318"|"m"|""|""|""|"13560498"|"Chlorophyll a- corrected"|"5.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-23-03"|"28.022599988"|"-82.6652"|"1558IA"|"E1B2331134S"|"Sample"|"05/23/2023 11:34:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.318"|"m"|""|""|""|"13560499"|"Chlorophyll a- uncorrected"|"5.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-A-23-01"|"27.890109988"|"-82.63381"|"1558G"|"E4A2311323S"|"Sample"|"02/07/2023 13:23:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.305"|"m"|""|""|""|"13556984"|"Chlorophyll a- corrected"|"6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-A-23-01"|"27.890109988"|"-82.63381"|"1558G"|"E4A2311323S"|"Sample"|"02/07/2023 13:23:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.305"|"m"|""|""|""|"13556985"|"Chlorophyll a- uncorrected"|"8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-23-01"|"27.991589988"|"-82.65946"|"1558I"|"E1B2311113S"|"Sample"|"02/09/2023 11:13:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.284"|"m"|""|""|""|"13557226"|"Chlorophyll a- uncorrected"|"1.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-D-23-02"|"27.949989988"|"-82.70391"|"1558H"|"E2D2321040S"|"Sample"|"03/29/2023 10:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.319"|"m"|""|""|""|"13558413"|"Chlorophyll a- corrected"|"5.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-D-23-02"|"27.949989988"|"-82.70391"|"1558H"|"E2D2321040S"|"Sample"|"03/29/2023 10:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.319"|"m"|""|""|""|"13558414"|"Chlorophyll a- uncorrected"|"5.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-D-23-02"|"27.856949988"|"-82.57573"|"1558F"|"E5D2321051S"|"Sample"|"03/29/2023 10:51:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.305"|"m"|""|""|""|"13558425"|"Chlorophyll a- corrected"|"3.3"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-D-23-02"|"27.856949988"|"-82.57573"|"1558F"|"E5D2321051S"|"Sample"|"03/29/2023 10:51:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.305"|"m"|""|""|""|"13558426"|"Chlorophyll a- uncorrected"|"5.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-C-23-02"|"27.844139988"|"-82.59"|"1558F"|"E5C2321149S"|"Sample"|"03/29/2023 11:49:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.297"|"m"|""|""|""|"13558473"|"Chlorophyll a- corrected"|"3.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-C-23-02"|"27.844139988"|"-82.59"|"1558F"|"E5C2321149S"|"Sample"|"03/29/2023 11:49:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.297"|"m"|""|""|""|"13558474"|"Chlorophyll a- uncorrected"|"4.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-D-23-03"|"27.915639988"|"-82.66066"|"1558H"|"E3D2330957S"|"Sample"|"05/11/2023 09:57:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.302"|"m"|""|""|""|"13560020"|"Chlorophyll a- corrected"|"8.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-D-23-03"|"27.915639988"|"-82.66066"|"1558H"|"E3D2330957S"|"Sample"|"05/11/2023 09:57:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.302"|"m"|""|""|""|"13560021"|"Chlorophyll a- uncorrected"|"9.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-A-23-02"|"27.956319988"|"-82.70857"|"1558H"|"E2A2321103S"|"Sample"|"03/29/2023 11:03:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.327"|"m"|""|""|""|"13558437"|"Chlorophyll a- corrected"|"28.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-A-23-02"|"27.956319988"|"-82.70857"|"1558H"|"E2A2321103S"|"Sample"|"03/29/2023 11:03:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.327"|"m"|""|""|""|"13558438"|"Chlorophyll a- uncorrected"|"33.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-B-23-01"|"27.991589988"|"-82.65946"|"1558I"|"E1B2311113S"|"Sample"|"02/09/2023 11:13:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.284"|"m"|""|""|""|"13557225"|"Chlorophyll a- corrected"|"1.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-D-23-03"|"28.024999988"|"-82.68681"|"1558IA"|"E1D2330930S"|"Sample"|"05/23/2023 09:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.323"|"m"|""|""|""|"13560421"|"Chlorophyll a- corrected"|"5.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-D-23-03"|"28.024999988"|"-82.68681"|"1558IA"|"E1D2330930S"|"Sample"|"05/23/2023 09:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.323"|"m"|""|""|""|"13560422"|"Chlorophyll a- uncorrected"|"6.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-A-23-03"|"27.865609988"|"-82.59307"|"1558F"|"E5A2331059S"|"Sample"|"05/10/2023 10:59:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.337"|"m"|""|""|""|"13559912"|"Chlorophyll a- corrected"|"2.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
